News,Headline,Date,Url
"The SPDR S&P 500 ETF Trust (NYSE: SPY) and Bitcoin (CRYPTO: BTC) made new highs last week of $417.91 and $64,896.75, respectively, while small and midcap stocks trading on smaller exchanges took a pause.Although Bitcoin has consolidated over the weekend, indicating the SPDR S&P 500 ETF and the Nasdaq may need some consolidation in the coming days, Ethereum (CRYPTO: ETH), Snowflake Inc (NYSE: SNOW) and Biomark Diagnostics Inc. (OTC: BMKDF) look bullish going into the week.Related Link: Bitcoin Plunges, Taking Other Cryptocurrencies With ItThe Ethereum Chart: Ethereum made a new all-time high of $2548.53 April 15 and has since consolidated.On Sunday, Ethereum retraced to a daily support level at $1935.44 and bounced sharply, regaining a higher daily support level at $2,150, which aligns with the 21-day exponential moving average (EMA).Although Ethereum is trading below the eight-day EMA, the eight-day EMA is still trending above the 21-day EMA, making for an overall bullish picture.Bulls want to see Ethereum continue to hold the $2,500 support level and the 21-day EMA. They also want see it consolidate healthily near all-time highs while it collects enough volume to push it back towards all-time highs.Bears want to see sustained bear volume to push Ethereum back down below its $2,500 support level. If Ethereum can’t hold that support level, it could retest the $1,935 mark and eventually force the eight-day EMA to cross below the 21-day EMA. If that happens, it could push Ethereum down further towards the $1,824 area.eth_april_18.pngThe Snowflake Chart: Snowflake has retraced 45% from its all-time high of $429 made on Dec. 8, 2020. The stock has fallen into a bullish falling wedge pattern, however, and on April 13 made a bullish break up from it.Snowflake’s stock is trading on both the eight-day and 21-day EMAs and bullish volume, with even a slight move up in share price, would cause the eight-day EMA to cross above the 21-day EMA, which would be bullish. Declining bear volume on the daily chart shows the stock is running out of sellers, which is also a bullish sign.Story continuesLearn more: Technical AnalysisBulls want to see bull volume come into Snowflake’s stock and for it to push off the $232.74 support it is trading at to make a move towards its next resistance level at $255.25. If the stock can reclaim that level, it could move towards the $270 mark.Bears want to see Snowflake’s stock lose support at the $232 area, which could see it fall down to the stock’s next level of support around $213.snow_april_18.pngThe Biomark Chart: After reaching an all-time high of 42 cents on March 17, Biomark’s stock settled into two bullish patters — a daily bull flag and a daily symmetrical triangle — before breaking bullish on Friday and making a new all-time high on large bull volume.Biomark’s stock is trading above both the eight- and 21-day EMA, which is a bullish sign, and, although somewhat extended from them, the two commonly followed EMAs made an abrupt upward turn on Friday to try and catch up.Bulls want to see sustained bullish volume in Biomark’s stock for it to continue its run in all-time highs as there is no price history resistance. Bulls could wait for a retest of the previous all-time high of 42 cents to see if the stock holds above.Bears want to see bull volume drop off and for Biomark’s stock to lose support at the 42-cent level, which could see the stock drop back down to 35 cents. If Biomark can’t hold support there, it has room to drop further towards the 32-cent area.bmkdf_april_18.pngRelated Link: 3 Cancer Diagnostic Stocks To Watch Following Roche's GenMark BuyETH, SNOW and BMKDF Price Action: Etherium was trading at $2170.05 at publication. Snowflake closed at $232.74 on Friday, and Biomark's stock closed at 45 cents.See more from BenzingaClick here for options trades from BenzingaQuantumScape Stock Falls After Pump-And-Dump Accusations: A Technical AnalysisWho Let The Doge Out And Where Is The Cryptocurrency Headed Next?© 2021 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.","A Cryptocurrency, A Big Board Name, And A Penny Stock Look Bullish Going Into The Week",2021-04-18 20:52:00,https://finance.yahoo.com/news/cryptocurrency-big-board-name-penny-185234269.html
"The U.S. has leveled sanctions on Russia over election interference and cyberattacks, including barring U.S. financial institutions from buying new domestically issued Russian government debt.",Biden’s Sanctions Leave Russia’s Stocks and Bonds in Stalemate,2021-04-18 22:39:00,https://finance.yahoo.com/m/30c1f265-b4a1-3145-9d80-8712d065d0fd/biden%E2%80%99s-sanctions-leave.html
"The shared office-space company is touting fast future growth and high profitability, similar to the approach that concerned regulators the first time it tried to go public.",WeWork’s New Stock-Listing Plan Has Echoes of Its Past,2021-04-18 18:00:00,https://finance.yahoo.com/m/ae47ed03-ff56-3f1d-bf6a-1f76f8af6531/wework%E2%80%99s-new-stock-listing.html
"Alaska’s Department of Revenue, which invests public funds, reduced investments in Berkshire Hathaway and Oracle stock, and bought American Tower, Crown Castle, and SBA Communications in the first quarter.","Alaska Sold Berkshire Hathaway, Oracle Stock; Bought Wireless-Tower Shares",2021-04-18 15:00:00,https://finance.yahoo.com/m/3e3c7bd9-7337-3e95-99ed-d3e0bf402283/alaska-sold-berkshire.html
"Using technical analysis of the charts of those stocks, and, when appropriate, recent actions and grades from TheStreet's Quant Ratings, we zero in on five names. While we will not be weighing in with fundamental analysis, we hope this piece will give investors interested in stocks on the way down a good starting point to do further homework on the names. Sleep Number recently was downgraded to Hold with a C+ rating by TheStreet's Quant Ratings.",Bearish Bets: 2 Nasdaq Stocks You Should Consider Shorting This Week,2021-04-18 14:30:00,https://finance.yahoo.com/m/b573461a-6c04-33fd-8870-bd5b151978a9/bearish-bets-2-nasdaq-stocks.html
"The best-performing stocks in the past week include Novavax, BioNTech, Moderna, Nuance, Nvidia, Wells Fargo, Tesla, Dell, and more.",15 Best Stocks in the Past Week: Vaccine Stocks Surge Higher,2021-04-18 13:31:00,https://finance.yahoo.com/m/b76100e7-96f3-323b-8716-ef4520ea2d74/15-best-stocks-in-the-past.html
Indicators that point to a stronger and more resilient stock market have been hitting rare milestones recently as the continuing bull run has once again widened.,"More Stocks Are Participating in Rally, an Encouraging Sign for Bull Market",2021-04-18 13:30:00,https://finance.yahoo.com/m/d7fab22e-4dec-3165-aafd-780314b7dd32/more-stocks-are-participating.html
"Donnelley Financial Solutions, Inc. (DFIN), industry leader in risk and compliance solutions, provides regulatory and compliance services for both private and public corporations. The company is the largest SEC filer in the United States with 2020 submissions of more than 80,000. In addition, it is the second largest SEC compliance software provider trailing Workiva Inc. (WK).Despite being a dominant player in these fields, Donnelley Financial has seen its revenue decline for several years, ever since it was spun off from R. R. Donnelley & Sons Company (RRD) in 2016.The drop in revenue is partially attributable to the secular decline of the company's print business due to regulatory changes and the convenience of software-based solutions. The rest is associated with the elimination of non-strategic business assets and competition for regularized SEC filings as customers transition to software-based filing applications. Workiva has been grabbing market share from Donnelley Financial for several years with its software-based solutions.Business Transformation2020 appears to have been the turning point as Donnelley Financial progresses through its own digital transformation. Total organic revenue growth increased by 2.3% in FY'20 and expectations are for low single-digit growth in the coming year.The company has been moving away from print media and shifting towards Software-as-a-Service (SaaS), with applications such as ActiveDisclosure and Venue Virtual Data Room, two products that provide regularized and transactional filings, respectively.While “high-growth” won't be in management's vocabulary any time soon, investors can take comfort in the fact that the revenue mix is shifting towards software and tech-enabled solutions, resulting in a higher level of profitability and free cash flow. Donnelley Financial is in the process of completing its plan to minimize its manufacturing footprint, which will significantly reduce fixed costs, increase profitability, and allow for double-digit recurring revenue growth in the long run.Story continuesBusiness Segment TrendsCurrently, Software Solutions and Tech-Enabled Services account for 26% and 51% of net sales, respectively, while Print and Distribution generate 23% of sales.Q4'20 year-over-year revenue decreased by 12.9% for Print and Distribution, whereas revenue for Tech-Enabled Services increased by 27.6% and Software Solutions by 8%.Looking ahead, the company is calling for Software Solutions revenue growth of 10% annually, while Print and Distribution sales are expected to shrink. Tech-Enabled Services, consisting of SEC transactional and compliance filings, delivered strong growth in Q4'20 due to increasing market share and a strong uptick in IPO and M&A activity, which is set to continue in the year ahead. The company anticipates that by 2024, the revenue mix will be 44% for Software Solutions, 40% for Tech-Enabled Services, and 16% for Print and Distribution.Stock ChartDFIN's digital transformation has not gone unnoticed by the investment community, given that the share price is up 391.6% in the last year.That said, even with the strong stock performance, there is still fuel left in the tank. Donnelley Financial has a low valuation with a price/sales ratio of only 1.11, far less than the industry average of 12.3.Wall Street’s TakeFrom Wall Street analysts, Donnelley Financial Solutions earns a Moderate Buy consensus rating, based on 2 Buys. Additionally, the average analyst price target of $31.50 puts the upside potential at 7.5%. (See Donnelley Financial Solutions stock analysis on TipRanks)Summary And ConclusionsDonnelley Financial is the industry leader in risk and compliance solutions, assisting companies with global security regulations. However, being at the top of the food chain doesn't guarantee success. In fact, DFIN's revenue decline in recent years reflects the secular decline in the company's Print and Distribution business.Having said that, the company is undergoing a digital transformation, scaling down Print and Distribution while introducing SaaS solutions for SEC filing and other regulatory applications. Revenue growth was slightly positive in 2020, with hints of the strong growth and profitability to come in the next few years. Therefore, despite the impressive share price rise over the last year, DFIN is still undervalued.Disclosure: On the date of publication, Steve Auger did not have (either directly or indirectly) any positions in the securities mentioned in this article.Disclaimer: The information contained herein is for informational purposes only. Nothing in this article should be taken as a solicitation to purchase or sell securities.",Donnelley Financial: Strong Stock Performance Reflects Its Shifting Revenue Mix,2021-04-18 09:06:00,https://finance.yahoo.com/news/donnelley-financial-strong-stock-performance-080640537.html
"June E-mini Dow Jones Industrial Average futures rallied on Friday, setting another record in the process amid strong earnings from blue-chip companies especially the bank stocks, which continued to rise on bumper quarterly earnings reports.Morgan Stanley reported a 150% jump in quarterly profit on Friday, helping to boost the performance of Dow components JPMorgan Chase & Co and Goldman Sachs Group as investors continued to bet on a swift economic recovery.On Friday, June E-mini Dow Jones Industrial Average futures settled at 34081, up 158 or +0.46%.In other news, the University of Michigan said Friday its preliminary consumer sentiment index rose to a one-year high of 86.5 in the first half of this month form 84.9 in March. Additionally, Federal Reserve Governor Christopher Waller said Friday the U.S. economy is set to take off, but there’s still no reason to start tightening policy.Daily June E-mini Dow Jones Industrial AverageDaily Swing Chart Technical AnalysisThe main trend is up according to the daily swing chart. The uptrend was reaffirmed on Friday when buyers took out the previous high at 33862. A trade through 34144 on Monday will signal a resumption of the uptrend.A trade through 31951 will change the main trend to down. This is highly unlikely but due to the prolonged move up in terms of price and time, the Dow is ripe for a closing price reversal top.We’re not going to guess when the pattern will form. We’re not going to sell a new high and hope for a lower close. We’re likely to let it form first then wait for the confirmation. The uptrend is strong so it doesn’t make sense to try to guess until we start to see evidence of sellers.We do suspect, however, that the top won’t be formed by economic data, but rather a surprise event. Something has to happen that will create enough uncertainty to encourage the longs to start trimming positions.Short-Term OutlookA higher-high, lower-close will be the best sign that the selling is greater than the buying at current price levels. The next best sign will be a lower-low, which will make 34144 a new minor top.Story continuesA third sign of a top will be the failure to hold the minor 50% level at 33651.For a look at all of today’s economic events, check out our economic calendar. This article was originally posted on FX EmpireMore From FXEMPIRE: European Equities: A Week in Review – 16/04/21  Gold Price Futures (GC) Technical Analysis – Trader Reaction to $1788.50 Determines Near-Term Tone  The Crypto Daily – Movers and Shakers – April 18th, 2021  The Week Ahead – Economic Data, Monetary Policy, and Geopolitics in Focus  Ethereum, Litecoin, and Ripple’s XRP – Daily Tech Analysis – April 17th, 2021  Oil Price Fundamental Daily Forecast – Lower Close Suggests Weak Start on Monday ",E-mini Dow Jones Industrial Average (YM) Futures Technical Analysis – Vulnerable to Reversal Top,2021-04-18 04:39:00,https://finance.yahoo.com/news/e-mini-dow-jones-industrial-033936145.html
"The major U.S. stock indexes finished higher on Friday, setting new records in the process on the back of strong earnings from blue-chip companies as well as robust economic data that signaled a solid recovery from the pandemic was in the works.In the cash market, the benchmark S&P 500 Index settled at 4185.47, up 15.05 or +0.36%. The blue chip Dow Jones Industrial Average finished at 34200.67, up 164.68 or +0.48% and the technology-based NASDAQ Composite closed at 14052.34, up 13.58 or +0.10%.The S&P 500 Index scored three closing highs this week, while the Dow surpassed its best finish two days running. The tech-heavy NASDAQ Composite finished less than one percent below its own all-time closing high achieved on February 12.Investor Sentiment Boosted by Slew of Economic DataHousing starts surged 19.4% to a seasonally adjusted annual rate of 1.739 million units last month, the highest level since June 2006. Economists polled by Reuters had forecast starts would rise to a rate of 1.613 million units in March.Permits for future home building rose 2.7% to a rate of 1.766 million units last month, recouping only a fraction of February’s 8.8% plunge. They jumped 30.2% compared to March 2020.Inflation concerns were on consumers’ minds early this month. A separate report from the University of Michigan on Friday showed its preliminary consumer sentiment index rose to 86.5 from a final reading of 84.9 in March. Economists had forecast the index would rise to 89.6.Finally, the survey’s one-year inflation expectation jumped to 3.7%, the highest level in nearly a decade, from 3.1% in March. Its five-year inflation outlook was unchanged at 2.7%.Strong Bank Earnings Reflect Snapback in EconomyThe last of the six largest U.S. banks to report – Morgan Stanley – posted stronger-than-expected earnings, bolstered by strong trading and investment results. The bank reported a 150% jump in quarterly profit on Friday, joining the other U.S. banks in posting first-quarter numbers that reinforced hopes of a swift economic recovery. Still, the investment bank’s shares fell 2.8% as it also disclosed an almost $1 billion loss from the collapse of private fund Archegos.Story continuesPNC Financial gained more than 2% after the bank beat estimates on the top and bottom lines for its first-quarter report.Meanwhile, shares of JPMorgan Chase & Co, Goldman Sachs Group, Bank of America Corp and Wells Fargo & Co rose between 0.7% and 3.8%. This helped the S&P Financials Index climb to a second consecutive record finish.For a look at all of today’s economic events, check out our economic calendar. This article was originally posted on FX EmpireMore From FXEMPIRE: The Crypto Daily – Movers and Shakers – April 17th, 2021  Gold Price Predication – Prices Rise as Yield Drop for the Week  E-mini S&P 500 Index (ES) Futures Technical Analysis – New Minor Support Moves Up to 4142.25  The Week Ahead – Economic Data, Monetary Policy, and Geopolitics in Focus  U.S Mortgage Rates Fall for a Second Consecutive Week  Oil Price Fundamental Daily Forecast – Lower Close Suggests Weak Start on Monday ","Wall Street Closes Higher Friday as S&P 500, Dow Hit Record Highs",2021-04-18 05:48:00,https://finance.yahoo.com/news/wall-street-closes-higher-friday-014813964.html
"June E-mini S&P 500 Index futures closed higher on Friday with the benchmark index breaking another record close. The strength was driven by strong economic data and bank earnings which served as signs of momentum in the U.S. pandemic recovery.On Friday, June E-mini S&P 500 Index futures settled at 4176.25, up 13.75 or +0.33%.Nine of the 11 S&P sub-sectors rose on Friday. The energy and information technology indexes were the exceptions. The, dipping 0.9%, was weighed by lower oil prices, while the latter was marginally lower, the day after its highest-ever close.In other news, Morgan Stanley reported a 150% jump in quarterly profit on Friday, joining other big banks in posting first-quarter numbers reinforcing hopes of a swift economic recovery.Daily June E-mini S&P 500 IndexDaily Swing Chart Technical AnalysisThe main trend is up according to the daily swing chart. The uptrend was reaffirmed on Friday when buyers took out the previous high at 4166.50.A trade through 3843.25 will change the main trend to down. This is highly unlikely, but since the index is up 15 days from its last main bottom, it closed Friday’s session inside the window of time for a closing price reversal top.The minor trend is also up. A trade through 4101.5 will change the minor trend to down. This will also shift momentum to the downside.The minor range is 4101.25 to 4183.50. Its 50% level at 4142.25 is potential support.The main range is 3843.25 to 4183.50. If the minor trend changes to down then this will open up the possibility of a further decline into its retracement zone at 4013.25 to 3973.25.Short-Term OutlookThere is no resistance so it’s important to watch for a few patterns that could signal a short-term top.Taking out Friday’s low at 4154.25 will make 4183.50 a new minor top. This will be a sign that the selling may be greater than the selling at current price levels.Taking out 4183.50 then closing lower for the session will form a closing price reversal top. If confirmed then this could trigger the start of a 2 to 3 day correction.Story continuesIt doesn’t make sense to try to pick a top. When you try to short, you’re only feeding the bull.If this market is going to form a short-term top, it’s not likely to be related to an economic event, but rather surprise news.For a look at all of today’s economic events, check out our economic calendar. This article was originally posted on FX EmpireMore From FXEMPIRE: Russia: US Sanctions On Sovereign Debt Signal Rising Risk Surrounding Geopolitical Tensions  Gold Price Predication – Prices Rise as Yield Drop for the Week  USD/JPY Forex Technical Analysis – Close Over 108.763 Forms Closing Price Reversal Bottom  Wall Street Closes Higher Friday as S&P 500, Dow Hit Record Highs  The Week Ahead – Economic Data, Monetary Policy, and Geopolitics in Focus  The Weekly Wrap – Economic Data, COVID-19 Vaccine News, and Geopolitics Were in Focus ",E-mini S&P 500 Index (ES) Futures Technical Analysis – New Minor Support Moves Up to 4142.25,2021-04-18 04:44:00,https://finance.yahoo.com/news/e-mini-p-500-index-004430997.html
"Malaysian internet entrepreneur Anthony Tan is set to dramatically increase his control over his company Grab when the south-east Asian tech group joins Nasdaq later this year. In a move that would be the envy of his Silicon Valley peers, the Grab chief executive and co-founder will have 60.4 per cent of the voting power in the company while owning a stake of just 2.2 per cent. This is a feat comparable to that of Facebook’s Mark Zuckerberg and unprecedented for a deal involving a special purpose acquisition company.",Grab co-founder set to dramatically increase voting rights with Nasdaq listing,2021-04-18 04:00:00,https://finance.yahoo.com/m/1e6962ec-8991-3713-a277-4e3fd0bc9e69/grab-co-founder-set-to.html
"(Bloomberg) -- GameStop Corp. Chief Executive Officer George Sherman, who is expected to leave the struggling video-game retailer, disposed of almost $12 million in shares, with the proceeds earmarked by the company to pay compensation-related taxes.The 76,097 shares were withheld by GameStop upon vesting to cover taxes related to the 2019 inducement award, according to a regulatory filing Friday. The shares were valued at $156.44 each, or about $11.9 million.Representatives of GameStop didn’t immediately respond to a request for comment.Activist investor Ryan Cohen, the company’s incoming chairman, is spearheading a turnaround effort at GameStop, which is seeking a new CEO to replace Sherman, people with knowledge of the matter have said. Sherman earlier this week forfeited about $98 million in compensation after failing to meet performance targets.Shares of GameStop have become a favorite of Reddit-reading day traders this year, sending the stock soaring, despite shrinking sales and losses in the latest fiscal year.(Corrects details of transaction starting in first paragraph.)For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2021 Bloomberg L.P.",GameStop CEO Disposes of $12 Million of Stock in Chain,2021-04-17 21:15:00,https://finance.yahoo.com/news/gamestop-ceo-sells-12-million-210454087.html
MUTUAL FUNDS WEEKLY Don’t miss these top money and investing features: The Dow and the Nasdaq are diverging. Why that’s honey for stock market bears Why Generation ‘I’ — YOLO investors who’ve never ...,These money and investing tips can help you stay upright against the market’s headwinds,2021-04-17 22:50:00,https://finance.yahoo.com/m/b79092a9-f60a-3852-b9c5-4bcfdde87cea/these-money-and-investing.html
"As Disneyland reopens, bullish investors are counting on parks, TV, and the fast-growing streaming business to power the company forward under CEO Bob Chapek.","With Disneyland Reopening, Disney Stock Can Continue to Climb",2021-04-17 19:03:00,https://finance.yahoo.com/m/f6ea02aa-960c-3e23-b0a9-9877b8065321/with-disneyland-reopening-.html
"Investors who have owned stocks in the last year have generally experienced some big gains. In fact, the SPDR S&P 500 (NYSE: SPY) total return over the last 12 months is 47.3%. But there is no question some big-name stocks performed better than others along the way.Cronos’ Disappointing Road: One company that has been a lackluster investment in the last year has been Canadian cannabis producer Cronos Group Inc (NASDAQ: CRON).Cronos battled a difficult Canadian cannabis market throughout 2020. In February, the company reported an impressive 133% sales growth. Adjusted EBITDA losses in the company’s international business narrowed, while U.S. losses widened.Cronos also recently announced that it could launch lab-grown cannabis by the end of 2021. Assuming the quality is comparable to the existing product, lab-grown cannabis could potentially significantly reduce production costs for Cronos, helping improve the company’s bottom line. Cronos reported a $73 million net loss in 2020.Cronos has the financial backing of tobacco giant Altria Group Inc (NYSE: MO), which owns nearly 50% of Cronos. Altria’s support has allowed Cronos to operate with one of the strongest balance sheets in the cannabis space.Learn more: How To Invest In Cannabis StocksHowever, Cronos shares are also priced at a steep premium to many of its Canadian peers at more than 63 times sales.At the beginning of 2020, Cronos shares were trading at around $7.90. By the beginning of March, the stock was down to $5.89 after news of COVID-19 spreading in China prompted concerns about a U.S. pandemic.Cronos bottomed at $4 during the pandemic-driven March sell-off. Fortunately for Cronos investors, the sell-off didn’t last long.By June, Cronos shares made it back up to $8/13, but the rally stalled at that point until the November U.S. presidential election.Related Link: If You Invested ,000 In Tilray Stock One Year Ago, Here's How Much You'd Have Now The victory of Joe Biden, a Democrat, and a surprise blue wave gave the party control of both the Senate and House, sending cannabis stocks soaring on optimism that U.S. cannabis legalization may be just around the corner.Story continuesCronos In 2021, Beyond: The stock ultimately peaked at $15.83 in February 2021 during a retail investor-fueled short squeeze before pulling back to around $8.25. Traders may be taking profits on Cronos’ big post-election run. Or they may simply see a lack of progress on U.S. legalization and more lackluster growth numbers from the Canadian market as reasons to be skeptical of the stock in the near term.Cronos investors who bought one year ago and held on through the volatility have still made a decent return. In fact, $1,000 in Cronos stock bought on April 14, 2020, would be worth about $1,378 today.Looking ahead, analysts are expecting only modest gains for Cronos in the next 12 months. The average price target among the 10 analysts covering the stock is $8.45, suggesting 12.7% upside from current levels.(Photo by Esteban Lopez on Unsplash)See more from BenzingaClick here for options trades from BenzingaIf You Invested ,000 In Bitcoin, Ethereum, Dogecoin And Other Cryptos 5 Years Ago, Here's How Much You'd Have Now'Four Horsemen' Driving The Retail Trading Euphoria: SPACs, Stonks, Cryptos And NFTs© 2021 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.","If You Invested $1,000 In Cronos Stock One Year Ago, Here's How Much You'd Have Now",2021-04-17 15:40:00,https://finance.yahoo.com/news/invested-1-000-cronos-stock-134049065.html
"It was a week full of strong reports to kick off earnings season, as well as encouraging economic data to kick off an economic boom. As a result, each of the major indices gained 1% or more over the five days with two of them sustaining a record-setting pace and the third on the doorstep of its own milestone.  The Dow kept pushing past 34K on Friday with a gain of 0.48% (or about 164 points) to 34,200.67. The S&P rose 0.36% to 4185.47. Both of these indices hit new record closes (just as they did yesterday) and rose by 1.2% and 1.4%, respectively, for the week.  After moving 1% or more in each of the previous three sessions, the NASDAQ only advanced 0.10% (or around 13 points) to 14,052.34. But its now only 0.3% from its own closing high set all the way back in mid-February. The index rose 1% this week.  Strong bank earnings continued today with Morgan Stanley (MS) and PNC Financial (PNC) beating by 29% and 49%, respectively.  The past three days have laid the foundation for a strong season with solid performances from JPMorgan (JPM), Wells Fargo (WFC), Goldman Sachs (GS), Bank of America (BAC) and Citigroup (C) as well… even if the market didn’t always reward the positive results. These banks have been releasing billions of dollars in loan loss reserves that were put aside during the pandemic.  “In effect, these banks are saying, through these reserve releases, that they expect economic conditions in the coming quarters to be stronger relative to what they had originally modeled. This creates a favorable read-through for all sectors, particularly the economically-sensitive ones,” said Zacks’ Director of Research Sheraz Mian in his new article titled: Big Banks Foreshadow the Improving 2021 Earnings Picture.  Meanwhile, the University of Michigan’s consumer sentiment index rose to 86.5 in the first half of April, which is a one-year high. This data comes a day after reports of retail sales soaring 9.8% in March and jobless claims of only 576K for last week. Both of those results easily surpassed expectations and provide further optimism that we’re moving past the pandemic.  Earnings season picks up steam next week with more than 250 companies reporting, including the first FAANG as Netflix (NFLX) takes centerstage on Tuesday.  Today's Portfolio Highlights:  Surprise Trader: With earnings season underway and this portfolio getting a whole lot busier, Dave wants to shed the older names to make room for new additions. Therefore, he took a “victory lap” on Friday by selling homebuilder Lennar (LEN) for a more than 20% return in a little over a month. The new buy is Tractor Supply (TSCO), the largest farm and ranch chain in the country. This Zacks Rank #2 (Buy) has beaten the Zacks Consensus Estimate for four straight quarters now, and the editor expects more of the same when it goes to the plate again before the bell on Thursday, April 22. It has a positive Earnings ESP of 4.5%. Dave added TSCO today with a 12.5% allocation. Make sure to see the complete commentary for more on today’s action.  Options Trader: This portfolio has repositioned into new options a couple times this week, so let’s do it one more time before the weekend! As you know, Kevin likes to pull profits on options that have doubled the premium and then add a new one with more time at the original dollar amount. He calls it a “free trade”. And that’s what he did on Friday with Nasdaq (NDAQ). The editor sold to close the June 145.00 Call for a 117% return and then bought to open a September 165.00 Call. Therefore, the principal is protected and the position can continue making money. See the full write-up for more.  Blockchain Innovators: You were promised an addition for Friday... and here it is! The portfolio added Sohu.com (SOHU), an online advertising, media and gaming services company. A unit of SOHU has set up a blockchain research institute called Fox Fintech, which uses the technology to reduce credit costs in the financial sector and promote the growth of peer-to-peer lending. Rising earnings estimates have made the company a Zacks Rank #2 (Buy). Meanwhile, Dave also sold the underperforming Digi International (DGII) position after it slipped to a Zacks Rank #4 (Sell). Read the full write-up for more on today’s moves. In other news, this portfolio had a top performer on Friday as iClick Interactive Asia Group (ICLK) rose 7.5%.  Healthcare Innovators: Last Friday, Kevin re-bought vaccine maker Novavax (NVAX) after pulling a more than 40% profit out of this name in March. He said that a lot of the company’s positives weren't being reflected in its share price, which was opening up an opportunity. Well, on this Friday NVAX was the top performer among all ZU names with a gain of 12.5%. In fact, all of the portfolio’s vaccine names did well this week, giving Moderna (MRNA) a spot in the top 5 as well with an advance of 6.8%. A vaccine shortage in a few countries around the globe will keep demand for these treatments very high as we put the pandemic in the rear-view mirror. One more thing, NVAX is also the top performer over the past 30 days in Kevin’s other portfolio, TAZR Trader. It’s up 26.5% in that time.  Have a Great Weekend! Jim Giaquinto Recommendations from Zacks' Private Portfolios:  Believe it or not, this article is not available on the Zacks.com website. The commentary is a partial overview of the daily activity from Zacks' private recommendation services. If you would like to follow our Buy and Sell signals in real time, we've made a special arrangement for readers of this website. Starting today you can see all the recommendations from all of Zacks' portfolios absolutely free for 7 days. Our services cover everything from value stocks and momentum trades to insider buying and positive earnings surprises (which we've predicted with an astonishing 80%+ accuracy).  Click here to ""test drive"" Zacks Ultimate for FREE >>  Zacks Investment Research",Stocks Jump 1% This Week as Earnings and Data Outperform,2021-04-17 21:15:00,https://finance.yahoo.com/news/stocks-jump-1-week-earnings-131501523.html
"All manner of weird things keep happening in financial markets, from bond yields that go down when they should go up, to near-daily swings between big-picture convictions. It's hard to manage money when everything feels so fragile.",Stocks are at all-time highs and the U.S. economy is booming. So why is everyone so freaked out?,2021-04-17 16:31:00,https://finance.yahoo.com/m/cc5f2d52-c4f1-315f-809c-3c7424f2ed1e/stocks-are-at-all-time-highs.html
